Airline,Flight_Type,Source,Destination,Stops,Journey_Date,Day_of_Week,Month,Departure_Time,Arrival_Time,Duration_Hours,Ticket_Class,Booking_Days_Before,Baggage_Allowance_Kg,Meal_Included,Fuel_Price_Impact,Peak_Season,Flight_Price_INR
Qatar Airways,Domestic,Delhi,Kolkata,1,2024-09-26,Thursday,September,Evening,Evening,3,First Class,20,30,Yes,1.0041577196995746,Yes,15931
Emirates,Domestic,Dubai,Bangalore,2,2024-09-26,Thursday,September,Afternoon,Early Morning,3,Economy,221,20,No,1.1846263434142899,No,29647
Vistara,International,Hyderabad,Chennai,1,2024-09-26,Thursday,September,Early Morning,Afternoon,2,First Class,163,15,No,0.8715229685402115,Yes,8810
SpiceJet,Domestic,Hyderabad,Kolkata,0,2024-09-26,Thursday,September,Night,Night,3,Business,141,25,No,1.1139473794333763,No,7699
Air India,International,Mumbai,New York,0,2024-09-26,Thursday,September,Early Morning,Early Morning,17,Business,183,25,Yes,1.0739104363749457,No,175507
IndiGo,Domestic,Dubai,Bangalore,2,2024-09-26,Thursday,September,Morning,Morning,4,Economy,61,30,No,1.1381108484175884,No,24291
Air India,International,Kolkata,Bangalore,2,2024-09-26,Thursday,September,Early Morning,Morning,2,Economy,330,15,No,0.9947077884985068,Yes,13873
Vistara,International,Delhi,Hyderabad,2,2024-09-26,Thursday,September,Evening,Evening,3,Economy,8,30,Yes,0.9142282863878788,No,8273
SpiceJet,International,Bangalore,Delhi,1,2024-09-26,Thursday,September,Morning,Evening,3,Business,250,25,No,1.0445444273176565,Yes,16771
GoAir,International,Hyderabad,Delhi,2,2024-09-27,Friday,September,Morning,Night,3,First Class,74,25,Yes,0.8521150758010019,Yes,20867
Qatar Airways,Domestic,Chennai,Delhi,1,2024-09-27,Friday,September,Night,Morning,2,Economy,158,15,No,0.8822471716208858,No,7233
Lufthansa,Domestic,Delhi,New York,2,2024-09-27,Friday,September,Evening,Late Night,14,First Class,106,20,Yes,1.1599915021673293,No,317060
IndiGo,International,Hyderabad,Kolkata,1,2024-09-27,Friday,September,Morning,Early Morning,3,Economy,51,15,No,1.1198108901077333,Yes,8894
Emirates,Domestic,Hyderabad,Delhi,2,2024-09-27,Friday,September,Morning,Afternoon,3,Business,117,25,No,0.8059919550229033,No,9080
GoAir,International,New York,Mumbai,0,2024-09-27,Friday,September,Late Night,Morning,17,Economy,52,20,Yes,0.90545859481071,No,105968
Air India,Domestic,Kolkata,Bangalore,0,2024-09-27,Friday,September,Evening,Evening,2,Economy,217,20,Yes,1.0858745497787985,Yes,14908
IndiGo,International,London,Delhi,0,2024-09-27,Friday,September,Afternoon,Evening,10,Economy,101,25,Yes,1.1258775771542495,Yes,63737
Air India,Domestic,Chennai,Kolkata,2,2024-09-27,Friday,September,Evening,Night,2,First Class,85,15,No,1.0668160805729532,No,19354
Lufthansa,International,Mumbai,Hyderabad,1,2024-09-27,Friday,September,Morning,Morning,2,Economy,207,25,No,0.8310055311954814,Yes,5382
Air India,Domestic,Mumbai,Delhi,1,2024-09-27,Friday,September,Morning,Evening,3,First Class,88,15,Yes,0.8703716597934785,Yes,18318
Vistara,Domestic,Chennai,Delhi,0,2024-09-27,Friday,September,Afternoon,Early Morning,3,Business,69,15,No,1.1992845921054607,Yes,23509
IndiGo,Domestic,Chennai,Kolkata,2,2024-09-27,Friday,September,Late Night,Late Night,3,Economy,199,15,No,0.8934517144587838,Yes,8035
Emirates,Domestic,Delhi,Mumbai,2,2024-09-27,Friday,September,Early Morning,Night,2,Economy,308,30,No,1.0716411405002972,Yes,10573
IndiGo,International,Chennai,Bangalore,2,2024-09-27,Friday,September,Late Night,Night,1,Economy,17,30,No,1.0460081543023882,No,3308
Qatar Airways,International,Delhi,Kolkata,0,2024-09-27,Friday,September,Early Morning,Afternoon,3,First Class,176,20,Yes,1.0294765537336565,No,15195
Air India,International,Mumbai,Kolkata,1,2024-09-27,Friday,September,Night,Morning,3,Business,130,15,No,0.8136902924903271,Yes,12093
IndiGo,Domestic,Delhi,Dubai,0,2024-09-28,Saturday,September,Afternoon,Early Morning,4,Business,69,15,No,1.0187022531674736,Yes,24524
IndiGo,Domestic,Delhi,Mumbai,1,2024-09-28,Saturday,September,Afternoon,Late Night,3,Business,321,30,No,1.0224820548979336,No,10938
IndiGo,Domestic,Hyderabad,Kolkata,0,2024-09-28,Saturday,September,Afternoon,Morning,2,First Class,61,30,No,0.838913617541783,Yes,18980
GoAir,Domestic,Chennai,Bangalore,0,2024-09-28,Saturday,September,Morning,Early Morning,0,First Class,60,20,Yes,1.0750895922441976,No,9325
Qatar Airways,Domestic,Mumbai,Hyderabad,2,2024-09-28,Saturday,September,Night,Late Night,1,Business,279,30,Yes,0.8497279898413393,No,7953
Vistara,Domestic,Hyderabad,Delhi,2,2024-09-28,Saturday,September,Afternoon,Early Morning,3,Business,130,25,No,1.103528020088583,No,9789
Air India,International,Mumbai,London,0,2024-09-28,Saturday,September,Late Night,Afternoon,8,First Class,154,30,Yes,0.9713964900138354,No,128234
IndiGo,Domestic,Kolkata,Hyderabad,2,2024-09-28,Saturday,September,Morning,Late Night,3,Business,141,30,Yes,1.0664279703635338,No,6616
GoAir,Domestic,Hyderabad,Mumbai,1,2024-09-28,Saturday,September,Late Night,Early Morning,2,Economy,330,30,No,0.919703609704386,No,6501
GoAir,Domestic,Mumbai,Bangalore,1,2024-09-28,Saturday,September,Afternoon,Morning,1,Economy,121,15,No,0.8673497006126555,Yes,8134
Lufthansa,Domestic,Kolkata,Mumbai,1,2024-09-28,Saturday,September,Afternoon,Night,3,Economy,50,25,Yes,1.0154875132761696,Yes,12088
Lufthansa,Domestic,Hyderabad,Kolkata,2,2024-09-28,Saturday,September,Night,Afternoon,2,First Class,284,25,No,0.9259751953317067,No,13491
GoAir,International,Hyderabad,Bangalore,2,2024-09-28,Saturday,September,Night,Evening,2,First Class,108,15,No,0.9070298024219107,Yes,8093
IndiGo,Domestic,Delhi,Kolkata,0,2024-09-28,Saturday,September,Afternoon,Late Night,2,Business,198,30,No,0.8649204674635731,No,5402
Lufthansa,International,Kolkata,Bangalore,0,2024-09-28,Saturday,September,Morning,Night,3,Economy,147,25,Yes,0.8127558274501689,No,9255
Lufthansa,Domestic,Hyderabad,Mumbai,0,2024-09-29,Sunday,September,Late Night,Early Morning,2,Business,221,20,No,0.9961799263681861,No,9823
SpiceJet,Domestic,Delhi,Chennai,1,2024-09-29,Sunday,September,Evening,Evening,3,Economy,151,20,No,0.9639755803934099,Yes,8794
Air India,Domestic,Delhi,Chennai,0,2024-09-29,Sunday,September,Early Morning,Afternoon,3,Business,38,30,Yes,1.1525925451734584,Yes,12285
Lufthansa,Domestic,Bangalore,Chennai,2,2024-09-29,Sunday,September,Evening,Late Night,0,Economy,205,25,No,0.8231146548515936,Yes,4343
GoAir,Domestic,Hyderabad,Kolkata,2,2024-09-29,Sunday,September,Morning,Late Night,2,Economy,330,25,Yes,1.0939908248286512,No,9987
Qatar Airways,Domestic,Mumbai,New York,2,2024-09-29,Sunday,September,Evening,Early Morning,17,Economy,300,15,Yes,0.897995868200153,Yes,126937
GoAir,Domestic,Kolkata,Mumbai,0,2024-09-29,Sunday,September,Evening,Late Night,3,First Class,130,20,Yes,0.9356708209930047,Yes,24689
IndiGo,Domestic,Kolkata,Mumbai,0,2024-09-29,Sunday,September,Late Night,Late Night,3,Business,41,15,Yes,0.8660028858516349,Yes,17741
Lufthansa,Domestic,London,Delhi,1,2024-09-29,Sunday,September,Evening,Night,9,Economy,322,30,Yes,1.0863274979370234,No,65633
GoAir,International,Delhi,London,0,2024-09-29,Sunday,September,Late Night,Morning,8,Business,81,25,Yes,0.8075457034729935,No,69159
Vistara,International,Kolkata,Delhi,1,2024-09-29,Sunday,September,Early Morning,Night,3,First Class,127,25,Yes,0.8085554889159937,Yes,17137
Vistara,International,New York,Delhi,2,2024-09-29,Sunday,September,Early Morning,Early Morning,16,Business,330,25,Yes,1.0283852179619069,No,115428
Lufthansa,Domestic,Dubai,Bangalore,1,2024-09-30,Monday,September,Afternoon,Afternoon,3,Business,90,20,Yes,0.9709517008836204,No,31319
IndiGo,International,Kolkata,Bangalore,1,2024-09-30,Monday,September,Morning,Early Morning,2,Business,226,25,No,1.1721617976513188,No,16256
Vistara,International,London,Delhi,0,2024-09-30,Monday,September,Late Night,Afternoon,10,Business,263,25,Yes,1.0932495848694543,Yes,157480
Emirates,Domestic,Hyderabad,Mumbai,2,2024-09-30,Monday,September,Late Night,Evening,1,Economy,116,15,No,1.1452986274542014,No,6145
Vistara,International,Dubai,Delhi,1,2024-09-30,Monday,September,Evening,Early Morning,4,Economy,216,20,No,1.1463653458306962,Yes,41957
Air India,Domestic,Kolkata,Mumbai,2,2024-09-30,Monday,September,Evening,Afternoon,3,Economy,330,20,No,1.1240662739121796,No,10992
IndiGo,International,Chennai,Bangalore,2,2024-09-30,Monday,September,Night,Morning,1,Business,227,20,No,1.0490685295855016,Yes,10602
GoAir,International,Delhi,Kolkata,2,2024-09-30,Monday,September,Evening,Evening,3,Business,279,20,No,1.001449440873794,Yes,15870
Qatar Airways,Domestic,Mumbai,Hyderabad,1,2024-09-30,Monday,September,Evening,Evening,1,Business,252,15,No,0.8333661948976522,Yes,9794
Emirates,Domestic,Bangalore,Delhi,2,2024-09-30,Monday,September,Late Night,Night,2,Business,82,15,No,1.0998348527829553,Yes,12400
Emirates,Domestic,Bangalore,Chennai,2,2024-09-30,Monday,September,Night,Afternoon,0,Business,305,15,No,1.1504418573037642,No,4774
Vistara,Domestic,Mumbai,Kolkata,1,2024-09-30,Monday,September,Evening,Late Night,3,Economy,212,30,Yes,1.079165021821826,No,11345
GoAir,International,Hyderabad,Delhi,1,2024-10-01,Tuesday,October,Night,Early Morning,3,First Class,100,20,Yes,0.8947059008468483,Yes,10505
Emirates,International,Kolkata,Delhi,2,2024-10-01,Tuesday,October,Morning,Afternoon,2,Economy,311,15,No,0.972370991214814,Yes,5384
Air India,International,Bangalore,Delhi,2,2024-10-01,Tuesday,October,Late Night,Evening,2,Business,223,20,No,1.1006972648891746,No,8067
GoAir,International,Kolkata,Hyderabad,1,2024-10-01,Tuesday,October,Afternoon,Late Night,2,Business,114,15,No,0.9326140980863523,No,7307
SpiceJet,International,Bangalore,Kolkata,0,2024-10-01,Tuesday,October,Afternoon,Early Morning,3,Business,330,20,Yes,1.1983467834651806,No,19957
Qatar Airways,International,Kolkata,Bangalore,2,2024-10-01,Tuesday,October,Night,Evening,3,Economy,240,15,Yes,0.8699124063617946,No,7878
Air India,International,Chennai,Delhi,1,2024-10-01,Tuesday,October,Late Night,Early Morning,3,Economy,204,25,Yes,0.9971927281554142,Yes,15097
Qatar Airways,International,Mumbai,Dubai,2,2024-10-01,Tuesday,October,Late Night,Late Night,3,First Class,330,15,Yes,1.0152381871649798,No,53387
GoAir,Domestic,Bangalore,Mumbai,0,2024-10-01,Tuesday,October,Morning,Late Night,2,Economy,257,30,No,0.8814517277438914,No,5554
Lufthansa,International,Bangalore,Delhi,0,2024-10-01,Tuesday,October,Morning,Evening,3,Business,217,30,Yes,1.0501626742974743,Yes,16497
Qatar Airways,Domestic,Kolkata,Bangalore,0,2024-10-02,Wednesday,October,Early Morning,Evening,2,Economy,186,15,No,0.9571417631784015,No,6822
Air India,International,Kolkata,Mumbai,2,2024-10-02,Wednesday,October,Afternoon,Night,2,Business,119,30,Yes,0.9787899910391658,No,12367
Vistara,International,London,Mumbai,1,2024-10-02,Wednesday,October,Night,Late Night,10,Business,24,20,Yes,1.0679363016194403,Yes,91372
Vistara,Domestic,Kolkata,Chennai,2,2024-10-02,Wednesday,October,Evening,Late Night,3,Business,64,25,No,0.8608391404522332,Yes,10525
Emirates,Domestic,Bangalore,Dubai,1,2024-10-02,Wednesday,October,Evening,Morning,4,Economy,118,30,Yes,1.08792628273084,Yes,34064
Air India,International,London,Mumbai,1,2024-10-02,Wednesday,October,Morning,Afternoon,10,Economy,164,25,Yes,0.9462608846273781,Yes,61492
Vistara,Domestic,Chennai,Hyderabad,0,2024-10-02,Wednesday,October,Night,Early Morning,1,Business,305,20,No,0.8704890140317311,No,4995
SpiceJet,Domestic,Kolkata,Mumbai,0,2024-10-02,Wednesday,October,Morning,Morning,3,Economy,330,30,Yes,1.0459604694688824,No,7849
Qatar Airways,Domestic,Mumbai,Bangalore,0,2024-10-02,Wednesday,October,Morning,Night,2,Business,106,20,No,0.9563221643935839,No,11151
Lufthansa,Domestic,Chennai,Mumbai,2,2024-10-02,Wednesday,October,Afternoon,Afternoon,2,Business,129,15,No,0.8119164413103177,No,7673
Lufthansa,International,Delhi,Chennai,1,2024-10-03,Thursday,October,Night,Afternoon,3,First Class,330,20,No,1.0794790516133856,Yes,15428
Air India,Domestic,Bangalore,Dubai,2,2024-10-03,Thursday,October,Late Night,Late Night,4,Business,206,25,Yes,1.0756310101882522,No,38467
Air India,International,Hyderabad,Chennai,1,2024-10-03,Thursday,October,Early Morning,Morning,1,Economy,178,30,No,0.9148935260485764,No,4697
IndiGo,International,Hyderabad,Bangalore,0,2024-10-03,Thursday,October,Late Night,Early Morning,1,Economy,27,20,No,1.1263633561221869,No,3703
Lufthansa,International,Dubai,Mumbai,0,2024-10-03,Thursday,October,Morning,Morning,4,Business,178,25,No,1.11112132527583,No,39107
IndiGo,Domestic,Chennai,Mumbai,1,2024-10-03,Thursday,October,Late Night,Evening,1,Business,258,15,No,0.9599684562459,No,11289
GoAir,International,Hyderabad,Bangalore,1,2024-10-03,Thursday,October,Morning,Early Morning,2,Economy,37,30,No,1.0751381532730397,Yes,5294
Emirates,Domestic,Kolkata,Hyderabad,1,2024-10-03,Thursday,October,Morning,Early Morning,3,First Class,3,30,Yes,0.8622300871939264,No,7034
SpiceJet,Domestic,Hyderabad,Bangalore,0,2024-10-03,Thursday,October,Late Night,Afternoon,1,Business,283,30,No,0.8207907436017065,Yes,7692
IndiGo,Domestic,Bangalore,Hyderabad,1,2024-10-03,Thursday,October,Afternoon,Evening,2,First Class,256,20,No,0.9976942581689272,Yes,14191
Lufthansa,International,Mumbai,Kolkata,1,2024-10-03,Thursday,October,Early Morning,Early Morning,2,First Class,252,20,No,1.1868344400841173,Yes,21486
Vistara,Domestic,Delhi,Dubai,1,2024-10-03,Thursday,October,Early Morning,Early Morning,3,Business,111,30,No,0.9739973066261278,No,41045
Emirates,International,Dubai,Bangalore,1,2024-10-03,Thursday,October,Late Night,Late Night,3,First Class,114,25,No,0.8576617540585427,No,26853
Vistara,Domestic,Mumbai,London,0,2024-10-03,Thursday,October,Evening,Evening,9,Economy,330,20,Yes,0.8351917425199837,No,69949
Lufthansa,Domestic,Delhi,Dubai,2,2024-10-03,Thursday,October,Night,Early Morning,3,Business,266,20,No,1.1553173422784362,Yes,57779
Vistara,Domestic,Mumbai,Hyderabad,0,2024-10-03,Thursday,October,Evening,Afternoon,1,First Class,262,25,No,0.9205864614101741,No,12437
Qatar Airways,Domestic,Hyderabad,Mumbai,1,2024-10-03,Thursday,October,Night,Morning,1,Business,173,20,No,1.0939902609939693,No,5288
Lufthansa,International,Dubai,Bangalore,2,2024-10-04,Friday,October,Evening,Late Night,3,Economy,275,15,Yes,0.8050274761408408,Yes,29741
GoAir,International,Mumbai,Dubai,1,2024-10-04,Friday,October,Night,Late Night,4,Business,330,20,Yes,0.9144184327581868,Yes,47389
SpiceJet,Domestic,Dubai,Delhi,2,2024-10-04,Friday,October,Morning,Night,3,Economy,146,25,Yes,1.037838511877527,Yes,30521
IndiGo,Domestic,Kolkata,Chennai,1,2024-10-04,Friday,October,Early Morning,Afternoon,3,First Class,12,30,No,0.9664618237430134,No,16992
SpiceJet,International,Hyderabad,Delhi,0,2024-10-04,Friday,October,Late Night,Night,3,Business,4,15,Yes,0.8701714085368832,No,6350
Vistara,International,Bangalore,Kolkata,1,2024-10-04,Friday,October,Evening,Afternoon,3,First Class,124,30,Yes,0.8496409453735578,No,16629
Vistara,Domestic,Dubai,Delhi,0,2024-10-04,Friday,October,Evening,Morning,4,Economy,255,25,Yes,0.8232686601044034,Yes,22122
SpiceJet,International,Bangalore,Kolkata,1,2024-10-04,Friday,October,Early Morning,Evening,3,First Class,23,20,No,0.9244397996874548,No,9850
Air India,International,Delhi,Dubai,1,2024-10-04,Friday,October,Night,Morning,4,Business,161,25,Yes,1.1299931481414967,No,49824
Lufthansa,International,Hyderabad,Delhi,0,2024-10-04,Friday,October,Late Night,Morning,2,First Class,81,15,No,1.1822829350660138,Yes,25787
Qatar Airways,International,Bangalore,Chennai,2,2024-10-04,Friday,October,Late Night,Afternoon,1,First Class,290,25,No,1.1541104723217777,No,11857
Emirates,International,London,Delhi,1,2024-10-04,Friday,October,Late Night,Early Morning,8,Business,312,20,Yes,0.8402206216460407,Yes,108523
GoAir,Domestic,Mumbai,London,2,2024-10-04,Friday,October,Late Night,Late Night,8,First Class,320,30,Yes,1.0741111922544477,Yes,210311
GoAir,Domestic,Kolkata,Hyderabad,2,2024-10-04,Friday,October,Evening,Late Night,3,Business,280,15,No,1.055698237205688,No,7008
Lufthansa,International,Delhi,Dubai,0,2024-10-05,Saturday,October,Early Morning,Morning,3,Economy,330,30,No,0.9920810922094916,Yes,20186
Emirates,International,Mumbai,New York,1,2024-10-05,Saturday,October,Morning,Afternoon,16,Business,102,20,Yes,1.1348603573821963,No,236276
GoAir,International,London,Delhi,1,2024-10-05,Saturday,October,Late Night,Morning,8,Economy,47,20,Yes,1.1455309771023194,No,90500
Air India,International,London,Mumbai,1,2024-10-05,Saturday,October,Early Morning,Night,9,Business,98,25,Yes,1.1281312294867898,No,129092
Air India,International,Delhi,New York,2,2024-10-05,Saturday,October,Late Night,Night,15,First Class,253,20,Yes,0.8476615885237737,Yes,291757
Vistara,Domestic,Bangalore,Kolkata,2,2024-10-05,Saturday,October,Morning,Late Night,2,Business,204,15,No,0.8438728759246404,No,12704
GoAir,Domestic,Mumbai,Dubai,2,2024-10-05,Saturday,October,Evening,Morning,4,First Class,269,20,No,0.8907456491046316,Yes,57055
GoAir,Domestic,Hyderabad,Chennai,1,2024-10-05,Saturday,October,Late Night,Late Night,2,Economy,155,20,No,0.8980721348209086,Yes,5201
Lufthansa,International,Bangalore,Mumbai,2,2024-10-05,Saturday,October,Afternoon,Afternoon,2,Business,266,20,No,1.1640662168614648,Yes,12368
GoAir,International,Chennai,Bangalore,1,2024-10-05,Saturday,October,Early Morning,Morning,1,First Class,283,30,No,0.9706103433855138,No,7685
Vistara,International,Dubai,Mumbai,1,2024-10-05,Saturday,October,Morning,Morning,3,Economy,169,30,No,1.0986350760791064,Yes,30138
Qatar Airways,Domestic,Chennai,Delhi,1,2024-10-05,Saturday,October,Evening,Evening,2,Business,220,30,No,0.8355813757791751,Yes,15529
Emirates,Domestic,Bangalore,Hyderabad,0,2024-10-05,Saturday,October,Early Morning,Early Morning,2,First Class,176,15,No,1.0914498903238112,Yes,18981
Air India,International,Chennai,Hyderabad,1,2024-10-06,Sunday,October,Late Night,Afternoon,1,First Class,31,25,No,0.8296053461763409,No,5959
Vistara,Domestic,Delhi,London,0,2024-10-06,Sunday,October,Afternoon,Night,9,Economy,298,25,Yes,0.843982217099203,No,42080
Air India,Domestic,Kolkata,Delhi,1,2024-10-06,Sunday,October,Evening,Late Night,3,First Class,121,20,Yes,1.117726651729253,No,14530
IndiGo,Domestic,Mumbai,New York,0,2024-10-06,Sunday,October,Night,Evening,17,Economy,22,15,Yes,1.0019074550373377,No,143012
Vistara,Domestic,Hyderabad,Chennai,2,2024-10-06,Sunday,October,Night,Early Morning,2,Economy,82,15,No,0.8358529468497916,Yes,7531
Qatar Airways,International,Delhi,New York,0,2024-10-06,Sunday,October,Night,Afternoon,15,First Class,6,15,Yes,0.8963444125815697,Yes,242774
SpiceJet,International,Hyderabad,Chennai,2,2024-10-06,Sunday,October,Evening,Early Morning,1,First Class,295,30,No,0.8216686372601025,Yes,12995
Emirates,Domestic,New York,Mumbai,0,2024-10-06,Sunday,October,Night,Night,16,First Class,302,25,Yes,0.829800714757838,Yes,200652
GoAir,Domestic,Mumbai,Bangalore,2,2024-10-06,Sunday,October,Late Night,Evening,1,Economy,191,15,No,1.0284575508611222,No,7198
Lufthansa,Domestic,Delhi,Bangalore,2,2024-10-06,Sunday,October,Night,Evening,2,First Class,222,15,No,1.0709340885108267,Yes,26722
Vistara,Domestic,Delhi,Dubai,0,2024-10-07,Monday,October,Afternoon,Morning,3,Business,330,25,No,1.1662823466922014,No,44673
Emirates,International,Hyderabad,Delhi,0,2024-10-07,Monday,October,Morning,Night,2,Economy,28,30,No,0.9989308496187399,No,6117
Qatar Airways,International,New York,Mumbai,1,2024-10-07,Monday,October,Afternoon,Night,16,Economy,120,20,Yes,0.9856230523914085,No,139973
SpiceJet,International,Delhi,Bangalore,0,2024-10-07,Monday,October,Early Morning,Morning,2,First Class,319,20,No,1.18796118219722,No,25410
Lufthansa,International,Delhi,Mumbai,2,2024-10-07,Monday,October,Night,Morning,2,Business,263,25,No,1.1197505597038162,Yes,14684
Qatar Airways,International,Chennai,Kolkata,2,2024-10-07,Monday,October,Late Night,Afternoon,3,First Class,222,20,Yes,0.8341970149930074,Yes,17151
Emirates,International,Dubai,Delhi,2,2024-10-07,Monday,October,Evening,Evening,3,First Class,153,15,No,0.98817681277306,Yes,64282
Vistara,Domestic,Delhi,Hyderabad,0,2024-10-07,Monday,October,Afternoon,Night,2,First Class,201,30,No,0.8771945699550242,Yes,14721
Emirates,Domestic,Bangalore,Dubai,1,2024-10-07,Monday,October,Late Night,Morning,3,Business,108,15,Yes,0.8753537848647063,Yes,52428
Emirates,Domestic,Bangalore,Hyderabad,2,2024-10-07,Monday,October,Late Night,Evening,1,Business,185,30,No,0.8578629223426738,Yes,6614
IndiGo,International,Kolkata,Bangalore,0,2024-10-07,Monday,October,Morning,Early Morning,2,First Class,90,15,No,1.1933967111408266,Yes,16590
Lufthansa,International,Bangalore,Hyderabad,2,2024-10-07,Monday,October,Morning,Night,2,First Class,326,15,No,1.1879475438583098,No,14233
Emirates,International,Hyderabad,Delhi,1,2024-10-07,Monday,October,Late Night,Evening,2,Business,26,30,No,0.8632142036491579,No,11846
Emirates,Domestic,Delhi,Bangalore,0,2024-10-08,Tuesday,October,Afternoon,Early Morning,2,Business,299,25,No,1.0977552955451897,Yes,14599
Qatar Airways,International,Mumbai,Delhi,2,2024-10-08,Tuesday,October,Late Night,Morning,2,First Class,291,15,No,0.938174970086922,No,16401
IndiGo,International,Bangalore,Hyderabad,2,2024-10-08,Tuesday,October,Evening,Morning,1,First Class,330,25,No,1.088923597279905,Yes,12151
Lufthansa,International,Kolkata,Delhi,0,2024-10-08,Tuesday,October,Early Morning,Evening,2,First Class,254,30,No,1.165685556642049,Yes,20615
SpiceJet,Domestic,Kolkata,Mumbai,1,2024-10-08,Tuesday,October,Night,Early Morning,3,First Class,306,15,Yes,0.977849370271309,No,17984
SpiceJet,Domestic,Delhi,London,1,2024-10-08,Tuesday,October,Late Night,Late Night,9,Economy,280,25,Yes,1.1246544822985263,No,53657
SpiceJet,International,Hyderabad,Mumbai,1,2024-10-08,Tuesday,October,Morning,Afternoon,2,First Class,152,30,No,1.0832681116697196,Yes,16853
Lufthansa,Domestic,London,Mumbai,2,2024-10-08,Tuesday,October,Early Morning,Night,8,Economy,162,25,Yes,1.077145196079396,Yes,65694
Emirates,Domestic,Bangalore,Hyderabad,0,2024-10-08,Tuesday,October,Evening,Late Night,2,First Class,262,15,No,1.043598966645816,No,13802
Qatar Airways,International,Bangalore,Dubai,1,2024-10-08,Tuesday,October,Night,Early Morning,3,Economy,287,20,Yes,0.8686492651281266,Yes,29185
Qatar Airways,International,Bangalore,Delhi,0,2024-10-08,Tuesday,October,Late Night,Night,2,First Class,29,20,No,1.193715749079138,No,22475
Lufthansa,International,Dubai,Bangalore,0,2024-10-08,Tuesday,October,Afternoon,Late Night,3,First Class,116,15,No,1.162959698948565,Yes,62587
SpiceJet,International,Chennai,Kolkata,0,2024-10-08,Tuesday,October,Early Morning,Late Night,3,Business,211,30,Yes,1.0317876583629257,No,12149
Qatar Airways,Domestic,Hyderabad,Mumbai,0,2024-10-08,Tuesday,October,Late Night,Late Night,1,Business,61,30,No,1.1871076913160912,Yes,8868
Air India,International,Bangalore,Delhi,0,2024-10-08,Tuesday,October,Night,Evening,2,First Class,246,15,No,0.8129014367016851,No,10497
GoAir,International,Chennai,Bangalore,0,2024-10-09,Wednesday,October,Evening,Evening,0,First Class,165,30,No,0.8593670315490833,Yes,9198
Qatar Airways,International,Dubai,Mumbai,1,2024-10-09,Wednesday,October,Late Night,Afternoon,4,Economy,108,25,Yes,0.9910299219337252,Yes,23800
GoAir,Domestic,Delhi,Bangalore,1,2024-10-09,Wednesday,October,Evening,Evening,2,First Class,92,25,Yes,1.0042417468241176,No,11064
Lufthansa,Domestic,Kolkata,Bangalore,0,2024-10-09,Wednesday,October,Morning,Early Morning,2,Business,330,15,No,0.9058032392605976,Yes,13598
Emirates,International,Delhi,London,0,2024-10-09,Wednesday,October,Late Night,Early Morning,8,Business,79,25,Yes,0.8046131387615278,No,80785
Emirates,International,Bangalore,Delhi,0,2024-10-09,Wednesday,October,Late Night,Night,2,Economy,330,25,No,0.9788927416762302,No,7532
Emirates,Domestic,Chennai,Bangalore,1,2024-10-09,Wednesday,October,Night,Morning,0,Economy,176,20,No,1.0155711142889245,No,4104
Emirates,Domestic,Hyderabad,Kolkata,1,2024-10-09,Wednesday,October,Early Morning,Afternoon,3,Economy,330,30,No,0.8246472916756293,Yes,6224
SpiceJet,Domestic,Kolkata,Hyderabad,0,2024-10-09,Wednesday,October,Afternoon,Early Morning,3,Business,330,15,No,0.9489994608344705,Yes,9415
Qatar Airways,International,Delhi,Bangalore,1,2024-10-09,Wednesday,October,Late Night,Evening,3,Economy,253,30,Yes,0.9376976411450116,No,6011
Vistara,International,Delhi,New York,0,2024-10-09,Wednesday,October,Evening,Afternoon,14,Business,330,15,Yes,1.167274050403101,No,200570
IndiGo,International,Hyderabad,Mumbai,1,2024-10-09,Wednesday,October,Evening,Evening,2,Economy,85,25,No,1.1730171448988875,Yes,5983
Vistara,International,Mumbai,Chennai,1,2024-10-10,Thursday,October,Early Morning,Night,2,Business,172,20,No,1.1465970364417792,No,13602
Vistara,Domestic,Hyderabad,Kolkata,2,2024-10-10,Thursday,October,Afternoon,Early Morning,2,Economy,65,20,No,1.1298158649914563,Yes,13069
GoAir,International,Hyderabad,Mumbai,0,2024-10-10,Thursday,October,Early Morning,Evening,2,Business,320,30,No,0.9390528233789432,Yes,4905
Air India,International,Delhi,Hyderabad,2,2024-10-10,Thursday,October,Afternoon,Evening,2,First Class,330,20,No,0.9381205796574087,No,13801
GoAir,International,Mumbai,London,2,2024-10-10,Thursday,October,Late Night,Late Night,9,First Class,192,15,Yes,1.1880988184374193,No,106192
Lufthansa,International,Delhi,Kolkata,1,2024-10-10,Thursday,October,Afternoon,Late Night,3,First Class,269,20,Yes,1.0776313168659204,No,18356
Vistara,International,Mumbai,Chennai,2,2024-10-10,Thursday,October,Evening,Morning,1,Economy,179,20,No,1.0767960415832176,Yes,9833
IndiGo,International,New York,Delhi,2,2024-10-10,Thursday,October,Early Morning,Night,16,First Class,330,20,Yes,0.9658629182692506,No,166037
Vistara,International,London,Mumbai,1,2024-10-10,Thursday,October,Early Morning,Evening,9,First Class,198,15,Yes,1.1759839333625002,Yes,167606
Emirates,Domestic,Mumbai,Chennai,1,2024-10-10,Thursday,October,Night,Morning,2,Economy,313,20,No,1.133170268942335,No,10042
Lufthansa,Domestic,Bangalore,Dubai,1,2024-10-10,Thursday,October,Afternoon,Late Night,3,Economy,90,20,Yes,0.9755643311236163,No,12925
